date,narration,amount,type
2024-04-09,Spotify premium,112.79,debit
2026-01-29,Figma subscription,921.2,debit
2025-08-30,Hotel stay 9005,5081.23,debit
2025-05-22,Airtel broadband,1078.66,debit
2025-07-20,BigBasket order,1579.62,debit
2024-08-10,Zomato order #9001,860.38,debit
2025-02-18,Zepto groceries,743.24,debit
2025-03-11,Razorpay settlement 9486,12914.9,credit
2026-01-09,Slack subscription,1642.44,debit
2026-03-19,Microsoft Azure 6207,12352.72,debit
2025-02-02,Freelance payment 8282,50637.67,credit
2025-12-30,Zomato order #2228,510.11,debit
2026-04-30,Myntra order #4511,725.98,debit
2025-07-10,Team lunch 2680,2127.25,debit
2026-04-06,Slack subscription,741.33,debit
2024-01-20,Figma subscription,1828.2,debit
2025-03-03,Zoom subscription,1288.47,debit
2024-05-01,Medical reimbursement,4335.43,debit
2025-11-15,Office supplies,1850.03,debit
2024-04-27,Team lunch 2089,2953.54,debit
2025-04-06,Ola cab 1966,340.6,debit
2025-06-21,Team lunch 6351,7531.57,debit
2024-07-30,Google Workspace,651.35,debit
2025-01-28,Uber ride 1106,266.51,debit
2024-11-04,Zomato order #1914,700.95,debit
2024-06-10,Medical reimbursement,4509.45,debit
2024-02-09,Amazon purchase,4611.76,debit
2024-12-30,Zoom subscription,1730.48,debit
2025-03-29,Razorpay settlement 6054,29188.31,credit
2025-07-28,ATM withdrawal 7923,3361.26,debit
2025-08-17,Figma subscription,1771.81,debit
2025-04-23,BigBasket order,1476.01,debit
2025-07-28,Microsoft Azure 8301,3149.66,debit
2025-06-25,Ola cab 5440,304.15,debit
2025-03-21,AWS invoice 8424,6345.83,debit
2025-09-17,Flipkart order #3140,3160.82,debit
2025-04-02,Salary credit 2838,120376.61,credit
2024-03-23,Uber ride 5505,335.48,debit
2024-05-22,Myntra order #5578,2004.77,debit
2025-06-05,Swiggy order #8345,559.94,debit
2024-03-15,Team lunch 7978,2089.6,debit
2025-09-09,Myntra order #5819,2440.37,debit
2026-02-17,Zomato order #2513,271.98,debit
2024-07-28,BigBasket order,826.04,debit
2025-08-26,Client payment 1157,127692.88,credit
2024-11-26,Myntra order #1339,1125.92,debit
2024-05-04,Razorpay settlement 2175,30275.81,credit
2025-03-06,Medical reimbursement,2519.88,debit
2026-02-17,Swiggy order #9458,159.76,debit
2026-03-08,AWS invoice 9221,11917.08,debit
2025-09-24,Refund credit 1732,3752.06,credit
2025-04-20,Razorpay settlement 3910,42176.23,credit
2025-06-04,Flipkart order #9342,3054.97,debit
2024-04-08,Razorpay settlement 4277,46404.41,credit
2024-07-03,Netflix subscription,787.47,debit
2025-09-23,Google Workspace,791.49,debit
2024-12-01,Spotify premium,171.18,debit
2025-01-22,Team lunch 2275,5526.07,debit
2025-05-21,ATM withdrawal 4093,9982.05,debit
2024-02-03,Spotify premium,128.81,debit
2025-01-14,AWS invoice 2970,2476.01,debit
2025-07-07,Netflix subscription,584.85,debit
2026-04-18,Uber ride 4262,362.57,debit
2026-04-18,BigBasket order,1360.12,debit
2025-08-10,Razorpay settlement 8243,11618.76,credit
2024-07-17,Razorpay settlement 9660,18429.81,credit
2026-02-21,Flight booking 2445,10580.84,debit
2026-01-06,Figma subscription,1594.09,debit
2024-03-23,IMPS payment 7554,16163.22,debit
2024-06-28,IMPS payment 2696,841.16,debit
2026-03-07,Zomato order #9207,916.35,debit
2025-12-21,Team lunch 4489,7176.26,debit
2024-09-02,Google Workspace,1467.14,debit
2025-11-24,ATM withdrawal 3194,9734.6,debit
2025-12-06,Spotify premium,133.07,debit
2025-01-14,Medical reimbursement,4403.77,debit
2024-07-22,Hotel stay 7503,6788.58,debit
2024-01-04,Interest credit,960.82,credit
2024-11-17,Microsoft Azure 3994,6715.62,debit
2026-03-29,Myntra order #3984,2079.7,debit
2025-09-26,BigBasket order,2543.85,debit
2024-12-31,Medical reimbursement,3003.29,debit
2025-01-28,Myntra order #5103,2805.94,debit
2026-03-31,Netflix subscription,718.12,debit
2024-03-06,Client payment 8755,180717.9,credit
2025-04-29,Jio recharge,498.6,debit
2024-03-01,Team lunch 1794,2202.94,debit
2024-05-16,Myntra order #3346,2590.85,debit
2026-02-27,Slack subscription,942.52,debit
2025-03-30,Flight booking 8011,12416.57,debit
2024-05-03,Zepto groceries,1279.14,debit
2024-05-29,Airtel broadband,521.66,debit
2024-04-13,Swiggy order #1981,633.82,debit
2025-05-01,ATM withdrawal 2913,2888.71,debit
2026-02-25,Cheque deposit 3211,23444.69,credit
2025-09-15,Office supplies,1222.01,debit
2025-07-01,Microsoft Azure 9186,18770.63,debit
2026-01-20,Electricity bill 1886,3784.49,debit
2024-06-23,BigBasket order,793.38,debit
2025-08-27,Electricity bill 3605,1954.3,debit
2024-05-12,Office supplies,1204.74,debit
2025-04-11,Ola cab 8625,299.03,debit
2024-07-27,ATM withdrawal 6307,1615.72,debit
2024-12-09,BigBasket order,1285.89,debit
2024-10-23,Salary credit 3305,91340.43,credit
2024-11-03,Google Workspace,1919.32,debit
2025-10-15,Jio recharge,383.83,debit
2025-10-18,Refund credit 4766,2751.48,credit
2025-01-21,Uber ride 7753,187.7,debit
2026-03-16,Cheque deposit 3158,32847.9,credit
2024-04-09,Flight booking 1864,4457.75,debit
2025-02-17,Medical reimbursement,520.93,debit
2024-09-27,Interest credit,469.77,credit
2024-07-21,Myntra order #5966,1560.04,debit
2025-01-02,NEFT transfer 6387,86755.77,credit
2024-10-26,Razorpay settlement 9102,41640.24,credit
2024-01-22,Team lunch 8023,3425.89,debit
2024-02-06,Amazon purchase,1276.93,debit
2025-10-27,Freelance payment 4349,19906.23,credit
2026-04-22,Salary credit 2265,111056.65,credit
2025-01-19,Google Workspace,697.55,debit
2025-06-09,Jio recharge,532.42,debit
2024-10-03,Ola cab 3423,246.18,debit
2025-07-31,Zoom subscription,1825.24,debit
2025-03-02,Salary credit 3890,78834.03,credit
2025-11-15,Myntra order #4644,2921.1,debit
2025-02-07,BigBasket order,2439.76,debit
2025-12-24,BigBasket order,1476.56,debit
2025-05-29,Medical reimbursement,1804.26,debit
2025-09-14,Client payment 8899,142749.42,credit
2024-12-24,Google Workspace,839.46,debit
2025-01-10,Jio recharge,555.67,debit
2025-05-25,Razorpay settlement 5657,9243.74,credit
2024-04-02,Zepto groceries,1883.66,debit
2024-12-12,Office supplies,1609.12,debit
2025-12-12,Salary credit 5396,121564.99,credit
2025-07-19,Spotify premium,129.75,debit
2025-08-22,Flight booking 3357,13886.08,debit
2026-03-25,Spotify premium,167.33,debit
2025-11-29,Microsoft Azure 4052,15401.3,debit
2024-07-15,Zoom subscription,1668.95,debit
2024-07-09,Slack subscription,694.99,debit
2025-10-30,NEFT transfer 7180,2018.27,credit
2024-08-09,Bank charges 6224,222.06,debit
2025-12-04,Zomato order #7250,995.75,debit
2025-04-09,Medical reimbursement,3157.68,debit
2024-02-22,BigBasket order,1964.05,debit
2024-10-08,Freelance payment 9548,12502.13,credit
2025-11-01,Jio recharge,430.86,debit
2024-08-21,Microsoft Azure 3244,19277.53,debit
2025-08-25,Bank charges 9015,490.89,debit
2024-04-24,Team lunch 3286,6449.3,debit
2024-05-17,Flight booking 3977,18487.23,debit
2025-09-06,Flight booking 7302,18005.83,debit
2025-02-01,Google Workspace,623.01,debit
2024-09-05,Medical reimbursement,3219.81,debit
2025-08-01,BigBasket order,657.81,debit
2025-10-01,Amazon purchase,3752.81,debit
2025-05-29,Electricity bill 5466,3031.71,debit
2025-03-01,Netflix subscription,646.07,debit
2024-10-07,NEFT transfer 2428,25322.7,credit
2025-01-18,Swiggy order #5333,479.91,debit
2026-03-20,Airtel broadband,825.69,debit
2024-08-04,Freelance payment 6861,32472.84,credit
2025-10-03,Microsoft Azure 3336,10216.05,debit
2024-04-04,Uber ride 5816,472.19,debit
2024-06-29,Microsoft Azure 5670,14392.42,debit
2024-11-07,Amazon purchase,4579.29,debit
2025-03-28,Jio recharge,470.25,debit
2024-05-25,Cheque deposit 1278,76756.24,credit
2024-11-05,Team lunch 5519,7975.97,debit
2025-11-03,Myntra order #3317,2683.2,debit
2024-05-25,Bank charges 2465,378.79,debit
2024-06-04,Figma subscription,1298.22,debit
2024-08-15,Salary credit 8780,73403.64,credit
2024-04-24,Refund credit 7787,3678.46,credit
2024-02-13,Amazon purchase,2228.75,debit
2025-03-02,Myntra order #4463,2113.89,debit
2025-03-28,Razorpay settlement 8999,46587.23,credit
2026-04-16,BigBasket order,1717.15,debit
2026-01-12,Freelance payment 2168,20563.66,credit
2025-01-05,Figma subscription,879.15,debit
2025-11-26,Team lunch 7244,5335.1,debit
2026-01-22,Jio recharge,408.46,debit
2025-06-21,Figma subscription,1409.87,debit
2024-05-22,Salary credit 5600,66560.58,credit
2025-10-23,AWS invoice 6432,12520.88,debit
2025-10-14,Figma subscription,1663.23,debit
2024-09-13,Swiggy order #8606,610.91,debit
2025-02-23,Google Workspace,749.94,debit
2024-03-19,Cheque deposit 1452,20084.6,credit
2025-02-04,Figma subscription,929.05,debit
2024-08-01,Cheque deposit 4172,71038.55,credit
2025-08-18,Salary credit 4471,116771.01,credit
2026-03-23,Ola cab 4845,381.78,debit
2024-02-17,Cheque deposit 6004,41274.39,credit
2025-07-05,Zoom subscription,1275.1,debit
2024-01-09,Interest credit,1915.17,credit
2024-01-23,BigBasket order,2244.35,debit
2025-01-11,Refund credit 5234,1111.28,credit
2025-08-04,Slack subscription,1202.49,debit
2025-04-06,Zomato order #8493,627.19,debit
2026-04-16,Flipkart order #5096,3244.79,debit
2025-09-01,Amazon purchase,4236.79,debit
2024-04-08,Flipkart order #5128,1549.6,debit
2025-12-05,Medical reimbursement,1601.38,debit
2025-06-07,Jio recharge,222.18,debit
2024-09-11,Uber ride 4697,314.39,debit
2025-07-04,Salary credit 1807,148383.06,credit
2025-07-24,Zoom subscription,1226.38,debit
2024-10-03,Electricity bill 1480,1104.25,debit
2024-05-13,Netflix subscription,555.09,debit
2025-06-25,NEFT transfer 8065,22570.92,credit
2024-12-09,Uber ride 7264,335.58,debit
2025-02-07,Zoom subscription,1744.31,debit
2025-11-22,Razorpay settlement 4193,15880.86,credit
2024-07-08,Jio recharge,202.53,debit
2024-09-30,Cheque deposit 2274,30327.83,credit
2026-03-22,Jio recharge,237.22,debit
2026-04-30,Slack subscription,751.82,debit
2026-04-06,Office supplies,1755.15,debit
2025-10-28,ATM withdrawal 5138,1926.61,debit
2024-08-03,Team lunch 9159,4499.52,debit
2026-03-05,Razorpay settlement 4836,11306.1,credit
2025-07-07,BigBasket order,2455.06,debit
2024-07-04,ATM withdrawal 4517,2296.64,debit
2025-06-24,Cheque deposit 7944,63073.57,credit
2024-05-22,Freelance payment 1646,49750.69,credit
2025-06-10,Office supplies,2635.61,debit
2024-03-02,Netflix subscription,679.72,debit
2024-10-23,Slack subscription,1361.13,debit
2024-03-03,GitHub subscription,1214.52,debit
2024-06-20,GitHub subscription,1288.49,debit
2026-03-20,Figma subscription,1346.53,debit
2024-10-30,Microsoft Azure 1621,5578.4,debit
2024-06-21,Razorpay settlement 9813,31927.62,credit
2024-08-13,Cheque deposit 1386,52821.98,credit
2025-08-24,Swiggy order #1612,460.02,debit
2025-06-11,Flight booking 9745,13815.95,debit
2024-09-15,Ola cab 4865,86.29,debit
2025-03-31,Hotel stay 3902,7057.85,debit
2024-11-17,Team lunch 7306,2287.74,debit
2025-01-08,Flipkart order #9526,929.69,debit
2024-09-13,Figma subscription,1793.9,debit
2024-05-19,Freelance payment 6582,44604.18,credit
2025-11-02,Airtel broadband,1203.7,debit
2025-07-01,GitHub subscription,522.84,debit
2024-07-08,Zomato order #3381,244.05,debit
2025-12-02,GitHub subscription,1319.23,debit
2026-01-03,Spotify premium,156.76,debit
2025-02-23,Zepto groceries,847.44,debit
2024-01-23,Electricity bill 2298,4801.44,debit
2024-05-27,Zoom subscription,1136.95,debit
2025-07-06,Razorpay settlement 3376,12392.43,credit
2024-09-27,Swiggy order #3200,466.29,debit
2026-04-28,Flight booking 5125,19144.47,debit
2024-06-16,Netflix subscription,640.14,debit
2026-03-08,UPI transfer #1567,9880.57,debit
2025-07-13,Salary credit 4731,57815.9,credit
2025-01-17,Cheque deposit 4521,20419.1,credit
2025-08-04,AWS invoice 1881,3688.58,debit
2026-02-11,Flight booking 9602,12355.37,debit
2025-01-17,Electricity bill 6875,2830.96,debit
2026-03-08,Amazon purchase,801.83,debit
2025-09-02,Hotel stay 9245,11540.47,debit
2025-11-29,Freelance payment 7267,21898.86,credit
2025-06-28,GitHub subscription,1006.22,debit
2025-12-17,Google Workspace,899.21,debit
2026-03-02,Flipkart order #8354,2077.64,debit
2024-06-17,Freelance payment 6926,53885.87,credit
2024-09-04,Ola cab 8330,366.84,debit
2025-03-15,Spotify premium,161.48,debit
2024-08-27,Team lunch 2663,3614.96,debit
2025-05-30,Salary credit 4450,136362.3,credit
2025-01-06,Myntra order #8218,2867.51,debit
2024-12-31,Zepto groceries,1441.2,debit
2025-07-13,Netflix subscription,684.94,debit
2026-03-30,Freelance payment 9868,26206.36,credit
2025-02-24,Airtel broadband,1363.84,debit
2025-06-27,Netflix subscription,766.88,debit
2025-10-04,Freelance payment 8594,43216.23,credit
2025-06-28,Jio recharge,355.99,debit
2024-04-30,ATM withdrawal 4670,5537.53,debit
2025-06-01,Zepto groceries,605.79,debit
2024-07-12,NEFT transfer 5256,97305.06,credit
2024-03-04,Zoom subscription,1784.36,debit
2026-02-08,Refund credit 7435,3944.36,credit
2025-05-03,NEFT transfer 4441,84662.74,credit
2025-11-05,Jio recharge,532.71,debit
2025-01-29,Airtel broadband,853.31,debit
2024-03-27,Hotel stay 8199,10399.65,debit
2025-10-18,Spotify premium,107.12,debit
2024-04-01,Flipkart order #7819,2676.67,debit
2024-06-11,Zoom subscription,1378.09,debit
2024-03-17,Spotify premium,157.54,debit
2024-10-13,NEFT transfer 7172,26126.71,credit
2025-09-27,Flight booking 8182,16865.18,debit
2024-01-27,Spotify premium,188.02,debit
2025-04-04,AWS invoice 3794,14906.09,debit
2025-05-16,Zoom subscription,1408.12,debit
2025-07-04,Swiggy order #2743,786.2,debit
2024-01-23,Microsoft Azure 8492,3065.4,debit
2026-04-13,Freelance payment 3295,20480.21,credit
2024-04-02,Microsoft Azure 6754,7428.59,debit
2025-11-24,BigBasket order,936.79,debit
2025-06-11,Electricity bill 7046,2112.9,debit
2025-10-22,Figma subscription,1552.29,debit
2026-02-21,Freelance payment 2442,44270.4,credit
2025-07-02,Zoom subscription,1859.72,debit
2024-03-25,Swiggy order #6140,237.9,debit
2024-06-24,Uber ride 9005,363.45,debit
2026-01-05,AWS invoice 8502,7886.47,debit
2025-04-24,Interest credit,1569.01,credit
2024-04-12,Zoom subscription,1269.95,debit
2024-04-30,Airtel broadband,795.52,debit
2025-12-27,Hotel stay 6713,5579.92,debit
2025-09-18,Airtel broadband,824.64,debit
2024-05-25,Amazon purchase,1457.01,debit
2025-10-16,Netflix subscription,522.51,debit
2024-04-12,Office supplies,1235.36,debit
2024-07-23,GitHub subscription,1380.5,debit
2024-05-25,Uber ride 4524,345.93,debit
2026-04-17,Office supplies,1370.96,debit
2026-02-28,Airtel broadband,1345.25,debit
2024-10-23,Spotify premium,110.0,debit
2024-11-18,Flipkart order #8458,463.93,debit
2024-02-18,Freelance payment 7961,15357.28,credit
2024-10-05,Zomato order #2712,746.94,debit
2025-11-02,Bank charges 6270,176.74,debit
2024-12-22,Freelance payment 4962,21239.01,credit
2024-03-27,Zoom subscription,1279.09,debit
2024-12-15,Office supplies,2081.74,debit
2024-11-11,Airtel broadband,1230.16,debit
2025-05-12,Myntra order #6143,638.32,debit
2025-01-26,Flight booking 2456,8235.64,debit
2025-06-16,Razorpay settlement 1841,47545.15,credit
2026-04-18,Uber ride 2546,115.16,debit
2024-12-07,Medical reimbursement,1158.48,debit
2026-03-31,Medical reimbursement,3653.27,debit
2025-12-27,Medical reimbursement,4530.15,debit
2025-05-07,Airtel broadband,1472.85,debit
2025-04-13,Slack subscription,1961.99,debit
2025-03-05,Electricity bill 6314,2363.58,debit
2025-07-10,Zepto groceries,617.82,debit
2025-02-26,Amazon purchase,1512.29,debit
2025-02-28,Myntra order #3353,2588.78,debit
2024-01-25,Figma subscription,1182.28,debit
2024-10-20,Bank charges 7513,325.78,debit
2024-08-03,Zoom subscription,1116.18,debit
2024-09-24,Netflix subscription,664.67,debit
2025-11-14,Refund credit 9334,1728.81,credit
2025-11-18,Medical reimbursement,2782.92,debit
2024-05-15,AWS invoice 4696,7991.12,debit
2025-09-26,Office supplies,2997.27,debit
2024-01-30,Airtel broadband,728.91,debit
2024-01-06,Refund credit 7330,2609.59,credit
2024-12-16,Cheque deposit 1862,92263.27,credit
2024-09-12,Uber ride 2584,149.08,debit
2024-07-09,AWS invoice 5947,5763.02,debit
2026-04-24,Zepto groceries,1305.51,debit
2025-03-05,Slack subscription,1121.66,debit
2024-08-21,Jio recharge,344.88,debit
2025-08-05,Slack subscription,877.91,debit
2025-06-08,BigBasket order,1938.16,debit
2025-05-09,Cheque deposit 9071,78307.77,credit
2024-04-24,Google Workspace,1601.72,debit
2024-01-12,BigBasket order,791.57,debit
2026-04-08,Jio recharge,382.58,debit
2024-05-03,Google Workspace,1101.92,debit
2025-04-05,Electricity bill 1589,4411.5,debit
2024-04-30,Hotel stay 4618,13909.7,debit
2026-03-20,Google Workspace,539.43,debit
2025-09-15,Airtel broadband,759.66,debit
2024-02-25,Google Workspace,1568.93,debit
2024-02-29,Google Workspace,1817.01,debit
2024-01-25,Google Workspace,789.69,debit
2025-11-11,Medical reimbursement,4106.53,debit
2024-08-26,Electricity bill 8259,2355.99,debit
2025-11-28,Electricity bill 1691,4744.86,debit
2024-12-28,Client payment 5815,43945.81,credit
2024-02-15,Netflix subscription,630.82,debit
2025-01-25,GitHub subscription,560.43,debit
2024-10-27,Uber ride 6265,334.74,debit
2025-03-28,Zoom subscription,1205.47,debit
2025-03-16,ATM withdrawal 7877,2128.95,debit
2024-09-28,BigBasket order,937.07,debit
2024-11-20,Freelance payment 5244,48738.54,credit
2024-05-13,Airtel broadband,1357.04,debit
2025-01-12,GitHub subscription,1474.98,debit
2024-10-09,GitHub subscription,903.97,debit
2025-11-19,Swiggy order #2702,690.6,debit
2025-10-24,Flight booking 2231,17549.68,debit
2025-06-15,BigBasket order,2614.83,debit
2026-04-21,Hotel stay 6798,8940.27,debit
2025-08-13,Hotel stay 9924,8951.95,debit
2025-05-04,Netflix subscription,746.63,debit
2026-02-11,Spotify premium,106.47,debit
2024-11-27,Zoom subscription,1028.87,debit
2024-09-02,ATM withdrawal 9137,8414.16,debit
2025-06-06,Freelance payment 2145,13183.93,credit
2025-02-16,Zomato order #5073,471.44,debit
2024-07-09,Google Workspace,1406.86,debit
2024-01-03,NEFT transfer 8029,46896.33,credit
2025-05-09,UPI transfer #6071,3445.11,debit
2025-08-19,Zepto groceries,1367.61,debit
2026-01-31,Razorpay settlement 6542,37569.81,credit
2025-12-01,Zepto groceries,832.88,debit
2024-11-07,Zomato order #7218,410.98,debit
2025-08-08,AWS invoice 7611,11774.67,debit
2024-03-22,BigBasket order,2902.3,debit
2025-05-06,Microsoft Azure 3854,7524.96,debit
2024-06-09,IMPS payment 6709,3632.38,debit
2026-01-30,Zepto groceries,944.62,debit
2025-02-07,Swiggy order #3223,516.85,debit
2024-06-03,Swiggy order #6184,756.98,debit
2025-09-04,AWS invoice 9142,12795.06,debit
2026-04-07,Zomato order #4496,831.65,debit
2024-03-02,Myntra order #3028,1149.39,debit
2025-06-20,Electricity bill 4199,3134.14,debit
2026-01-17,Hotel stay 3436,9944.31,debit
2026-02-19,Uber ride 7076,418.69,debit
2024-08-01,Microsoft Azure 4470,8154.2,debit
2025-04-27,Spotify premium,112.2,debit
2024-05-27,Netflix subscription,672.63,debit
2025-04-24,Slack subscription,930.23,debit
2025-01-25,Interest credit,288.51,credit
2024-10-06,Zomato order #3572,627.55,debit
2024-06-08,Flight booking 8983,7283.35,debit
2025-05-29,Salary credit 2869,125198.55,credit
2024-02-21,Hotel stay 8606,3823.65,debit
2024-12-18,Freelance payment 2951,37869.08,credit
2025-10-17,Amazon purchase,3923.03,debit
2024-02-01,Hotel stay 8113,14251.75,debit
2024-06-28,Google Workspace,1302.48,debit
2024-04-17,Medical reimbursement,3646.65,debit
2025-11-09,UPI transfer #7051,16257.87,debit
2024-11-20,Slack subscription,1762.36,debit
2024-12-21,Flight booking 5914,4103.96,debit
